composer,piece,S,A,W
All,BWV1002_05_Sarabande_reviewed,0.5,0.4032258064516129,0.0967741935483871
All,BWV1002_06_Double_reviewed,0.4489795918367347,0.5102040816326531,0.04081632653061224
All,BWV1002_07_TempoDiBorea_reviewed,0.46153846153846156,0.358974358974359,0.1794871794871795
All,BWV1002_08_Double_reviewed,0.4186046511627907,0.3488372093023256,0.23255813953488372
All,BWV1003_01_Grave_reviewed,0.40789473684210525,0.3684210526315789,0.2236842105263158
All,BWV1003_02_Fuga_reviewed,0.4014778325123153,0.4211822660098522,0.17733990147783252
All,BWV1003_03_Andante_reviewed,0.6,0.2909090909090909,0.10909090909090909
All,BWV1003_04_Allegro_reviewed,0.5163043478260869,0.3858695652173913,0.09782608695652174
All,BWV1004_01_Allemande_reviewed,0.43529411764705883,0.47058823529411764,0.09411764705882353
All,BWV1004_02_Courante_reviewed,0.4857142857142857,0.32857142857142857,0.18571428571428572
All,BWV1005_02_Fuga_reviewed,0.488013698630137,0.386986301369863,0.125
All,BWV1006_04_Menuett_reviewed,0.5306122448979592,0.24489795918367346,0.22448979591836735
All,BWV1006_05_Bourée_reviewed,0.4772727272727273,0.29545454545454547,0.22727272727272727
All,BWV1006_06_Gigue_reviewed,0.6666666666666666,0.11904761904761904,0.21428571428571427
All,BWV1007_01_Prelude_reviewed,0.4772727272727273,0.2727272727272727,0.25
All,BWV1007_02_Allemande_reviewed,0.6724137931034483,0.22413793103448276,0.10344827586206896
All,BWV1007_03_Courante_reviewed,0.6333333333333333,0.13333333333333333,0.23333333333333334
All,BWV1007_04_Sarabande_reviewed,0.53125,0.28125,0.1875
All,BWV1007_05_MenuetI_reviewed,0.5,0.26666666666666666,0.23333333333333334
All,BWV1007_06_MenuetII_reviewed,0.5357142857142857,0.39285714285714285,0.07142857142857142
All,BWV1007_07_Gique_reviewed,0.42857142857142855,0.2653061224489796,0.30612244897959184
All,BWV1008_01_Prelude_reviewed,0.5512820512820513,0.3333333333333333,0.11538461538461539
All,BWV1008_02_Allemande_reviewed,0.532258064516129,0.3225806451612903,0.14516129032258066
All,BWV1008_03_Courante_reviewed,0.5476190476190477,0.2857142857142857,0.16666666666666666
All,BWV1008_04_Sarabande_reviewed,0.46153846153846156,0.358974358974359,0.1794871794871795
All,BWV1008_05_MenuetI_reviewed,0.5428571428571428,0.42857142857142855,0.02857142857142857
All,BWV1008_06_MenuetII_reviewed,0.4782608695652174,0.30434782608695654,0.21739130434782608
All,BWV1008_07_Gique_reviewed,0.42168674698795183,0.42168674698795183,0.1566265060240964
All,BWV1009_01_Prelude_reviewed,0.6708860759493671,0.20253164556962025,0.12658227848101267
All,BWV1009_02_Allemande_reviewed,0.4791666666666667,0.3645833333333333,0.15625
All,BWV1009_03_Courante_reviewed,0.4852941176470588,0.3382352941176471,0.17647058823529413
All,BWV1009_04_Sarabande_reviewed,0.4594594594594595,0.43243243243243246,0.10810810810810811
All,BWV1009_05_BourréeI_reviewed,0.45454545454545453,0.11363636363636363,0.4318181818181818
All,BWV1009_06_BourréeII_reviewed,0.4666666666666667,0.3,0.23333333333333334
All,BWV1009_07_Gique_reviewed,0.5168539325842697,0.33707865168539325,0.14606741573033707
All,BWV1010_01_Prelude_reviewed,0.5357142857142857,0.26785714285714285,0.19642857142857142
All,BWV1010_02_Allemande_reviewed,0.6,0.29411764705882354,0.10588235294117647
All,BWV1010_03_Courante_reviewed,0.6590909090909091,0.22727272727272727,0.11363636363636363
All,BWV1010_04_Sarabande_reviewed,0.6046511627906976,0.3488372093023256,0.046511627906976744
All,BWV1010_05_BourreeI_reviewed,0.4264705882352941,0.27941176470588236,0.29411764705882354
All,BWV1010_06_BourreeII_reviewed,0.6086956521739131,0.21739130434782608,0.17391304347826086
All,BWV1010_07_Gique_reviewed,0.6285714285714286,0.1,0.2714285714285714
All,BWV1011_01_Prelude_reviewed,0.4157706093189964,0.4551971326164875,0.12903225806451613
All,BWV1011_02_Allemande_reviewed,0.5892857142857143,0.26785714285714285,0.14285714285714285
All,BWV1011_03_Courante_reviewed,0.5245901639344263,0.3442622950819672,0.13114754098360656
All,BWV1011_04_Sarabande_reviewed,0.6818181818181818,0.13636363636363635,0.18181818181818182
All,BWV1011_05_GavotteI_reviewed,0.4918032786885246,0.36065573770491804,0.14754098360655737
All,BWV1011_06_GavotteII_reviewed,0.19298245614035087,0.42105263157894735,0.38596491228070173
All,BWV1011_07_Gique_reviewed,0.45901639344262296,0.4262295081967213,0.11475409836065574
All,BWV1012_01_Prelude_reviewed,0.5285714285714286,0.32142857142857145,0.15
All,BWV1012_02_Allemande_reviewed,0.676923076923077,0.2153846153846154,0.1076923076923077
All,BWV1012_03_Courante_reviewed,0.4605263157894737,0.35526315789473684,0.18421052631578946
All,BWV1012_04_Sarabande_reviewed,0.5121951219512195,0.3902439024390244,0.0975609756097561
All,BWV1012_05_GavotteI_reviewed,0.6862745098039216,0.21568627450980393,0.09803921568627451
All,BWV1012_06_GavotteII_reviewed,0.5416666666666666,0.16666666666666666,0.2916666666666667
All,BWV1012_07_Gique_reviewed,0.6712328767123288,0.0958904109589041,0.2328767123287671
All,BWV1013_01_Allemande_reviewed,0.38405797101449274,0.45652173913043476,0.15942028985507245
All,BWV1013_02_Corrente_reviewed,0.6893203883495146,0.20388349514563106,0.10679611650485436
All,BWV1013_03_Sarabande_reviewed,0.5,0.3333333333333333,0.16666666666666666
All,BWV1013_04_BourreeAnglaise_reviewed,0.5866666666666667,0.18666666666666668,0.22666666666666666
All,K279-1_reviewed,0.6071428571428571,0.22448979591836735,0.1683673469387755
All,K279-2_reviewed,0.4322033898305085,0.3305084745762712,0.23728813559322035
All,K279-3_reviewed,0.5,0.3345323741007194,0.16546762589928057
All,K280-1_reviewed,0.5210526315789473,0.28421052631578947,0.19473684210526315
All,K280-2_reviewed,0.42857142857142855,0.4642857142857143,0.10714285714285714
All,K280-3_reviewed,0.36470588235294116,0.4470588235294118,0.18823529411764706
All,K281-1_reviewed,0.5751633986928104,0.23529411764705882,0.1895424836601307
All,K281-2_reviewed,0.4727272727272727,0.3090909090909091,0.21818181818181817
All,K281-3_reviewed,0.5202702702702703,0.32094594594594594,0.15878378378378377
All,K282-1_reviewed,0.44155844155844154,0.37662337662337664,0.18181818181818182
All,K282-2_reviewed,0.46153846153846156,0.27472527472527475,0.26373626373626374
All,K282-3_reviewed,0.4496124031007752,0.2868217054263566,0.26356589147286824
All,K283-1_reviewed,0.44493392070484583,0.42731277533039647,0.1277533039647577
All,K283-2_reviewed,0.36220472440944884,0.3858267716535433,0.25196850393700787
All,K283-3_reviewed,0.4730290456431535,0.35684647302904565,0.17012448132780084
All,K284-1_reviewed,0.42857142857142855,0.4495798319327731,0.12184873949579832
All,K284-2_reviewed,0.48255813953488375,0.20348837209302326,0.313953488372093
All,K284-3_reviewed,0.61,0.25,0.14
All,K309-1_reviewed,0.5258215962441315,0.27230046948356806,0.20187793427230047
All,K309-2_reviewed,0.46808510638297873,0.3670212765957447,0.16489361702127658
All,K309-3_reviewed,0.5361842105263158,0.17105263157894737,0.29276315789473684
All,K310-1_reviewed,0.6337448559670782,0.17695473251028807,0.18930041152263374
All,K310-2_reviewed,0.4748603351955307,0.39106145251396646,0.1340782122905028
All,K310-3_reviewed,0.33962264150943394,0.42857142857142855,0.23180592991913745
All,K311-1_reviewed,0.4860557768924303,0.27091633466135456,0.24302788844621515
All,K311-2_reviewed,0.5497382198952879,0.1518324607329843,0.29842931937172773
All,K311-3_reviewed,0.5739130434782609,0.24347826086956523,0.1826086956521739
All,K330-1_reviewed,0.4433497536945813,0.29064039408866993,0.2660098522167488
All,K330-2_reviewed,0.5426356589147286,0.18604651162790697,0.2713178294573643
All,K330-3_reviewed,0.46215139442231074,0.13545816733067728,0.40239043824701193
All,K331-1_reviewed,0.5034965034965035,0.25524475524475526,0.24125874125874125
All,K331-2_reviewed,0.5423728813559322,0.22033898305084745,0.23728813559322035
All,K331-3_reviewed,0.5754716981132075,0.11320754716981132,0.3113207547169811
All,K332-1_reviewed,0.5474452554744526,0.19708029197080293,0.25547445255474455
All,K332-2_reviewed,0.5867768595041323,0.2066115702479339,0.2066115702479339
All,K332-3_reviewed,0.4602739726027397,0.32054794520547947,0.2191780821917808
All,K333-1_reviewed,0.43333333333333335,0.41944444444444445,0.14722222222222223
All,K333-2_reviewed,0.44785276073619634,0.3312883435582822,0.22085889570552147
All,K333-3_reviewed,0.6059782608695652,0.21467391304347827,0.1793478260869565
All,K457-1_reviewed,0.3495575221238938,0.3584070796460177,0.2920353982300885
All,K457-2_reviewed,0.48125,0.175,0.34375
All,K457-3_reviewed,0.42592592592592593,0.35185185185185186,0.2222222222222222
All,K533-1_reviewed,0.45785876993166286,0.37813211845102507,0.16400911161731208
All,K533-2_reviewed,0.5513513513513514,0.2702702702702703,0.1783783783783784
All,K533-3_reviewed,0.54375,0.221875,0.234375
All,K545-1_reviewed,0.6145833333333334,0.125,0.2604166666666667
All,K545-2_reviewed,0.4690265486725664,0.21238938053097345,0.3185840707964602
All,K545-3_reviewed,0.646551724137931,0.1810344827586207,0.1724137931034483
All,K570-1_reviewed,0.5144230769230769,0.1875,0.2980769230769231
All,K570-2_reviewed,0.582010582010582,0.20634920634920634,0.21164021164021163
All,K570-3_reviewed,0.5285714285714286,0.3,0.17142857142857143
All,K576-1_reviewed,0.40625,0.32142857142857145,0.27232142857142855
All,K576-2_reviewed,0.4392523364485981,0.2897196261682243,0.27102803738317754
All,K576-3_reviewed,0.4766355140186916,0.32398753894080995,0.19937694704049844
